arrest_year,sex,age_cohort,category,neighbourhood
2022,Male,55 to 64,Crimes Against Property,Steeles
2022,Male,<18,Crimes Against the Person,Don Valley Village
2022,Male,35 to 44,Crimes Against the Person,West Rouge
2022,Male,35 to 44,Controlled Drugs and Substances Act,South Parkdale
2022,Male,45 to 54,Other Criminal Code Violations,Woodbine Corridor
2022,Male,55 to 64,Other Criminal Code Violations,East End-Danforth
2022,Male,25 to 34,Crimes Against the Person,Kingsview Village-The Westway
2022,Male,18 to 24,Crimes Against the Person,Playter Estates-Danforth
2022,Female,25 to 34,Other Criminal Code Violations,Victoria Village
2022,Male,25 to 34,Crimes Against the Person,Islington
2022,Male,25 to 34,Controlled Drugs and Substances Act,Humber Summit
2022,Female,25 to 34,Crimes Against the Person,Thistletown-Beaumond Heights
2022,Female,25 to 34,Crimes Against Property,Harbourfront-CityPlace
2022,Male,35 to 44,Crimes Against Property,Newtonbrook East
2022,Female,55 to 64,Crimes Against the Person,Victoria Village
2022,Male,55 to 64,Crimes Against Property,Wexford/Maryvale
2022,Female,25 to 34,Crimes Against the Person,Yorkdale-Glen Park
2022,Male,18 to 24,Other Criminal Code Violations,Ionview
2022,Male,25 to 34,Other Criminal Code Violations,Broadview North
2022,Male,35 to 44,Other Criminal Code Violations,Bayview Village
2022,Female,25 to 34,Crimes Against the Person,Alderwood
2022,Male,<18,Other Criminal Code Violations,Kingsway South
2022,Male,45 to 54,Crimes Against Property,Bendale-Glen Andrew
2022,Male,45 to 54,Crimes Against Property,New Toronto
2022,Male,25 to 34,Controlled Drugs and Substances Act,High Park-Swansea
2022,Male,55 to 64,Crimes Against Property,NSA
2022,Female,25 to 34,Crimes Against Property,Keelesdale-Eglinton West
2022,Female,25 to 34,Crimes Against Property,Thorncliffe Park
2022,Male,<18,Crimes Against Property,Downsview
2022,Male,35 to 44,Crimes Against Property,Long Branch
2022,Male,25 to 34,Crimes Against Property,East End-Danforth
2022,Male,18 to 24,Crimes Against the Person,Wellington Place
2022,Male,45 to 54,Other Criminal Code Violations,Fenside-Parkwoods
2022,Male,25 to 34,Controlled Drugs and Substances Act,Dufferin Grove
2022,Male,35 to 44,Criminal Code Traffic,Agincourt South-Malvern West
2022,Female,<18,Crimes Against the Person,West Hill
2022,Female,55 to 64,Crimes Against the Person,West Rouge
2022,Female,35 to 44,Crimes Against Property,Old East York
2022,Male,45 to 54,Crimes Against the Person,Eglinton East
2022,Male,55 to 64,Crimes Against Property,Old East York
2022,Male,45 to 54,Other Criminal Code Violations,Henry Farm
2022,Male,<18,Other Criminal Code Violations,Mount Pleasant East
2022,Male,45 to 54,Crimes Against Property,Yonge-Bay Corridor
2022,Male,25 to 34,Crimes Against the Person,St Lawrence-East Bayfront-The Islands
2022,Male,55 to 64,Crimes Against Property,NSA
2022,Male,25 to 34,Other Criminal Code Violations,Runnymede-Bloor West Village
2022,Male,45 to 54,Crimes Against Property,Eglinton East
2022,Female,25 to 34,Other Criminal Code Violations,Mount Pleasant East
2022,Male,55 to 64,Other Criminal Code Violations,Malvern East
2022,Male,<18,Crimes Against the Person,Newtonbrook West
2022,Male,55 to 64,Crimes Against the Person,Thorncliffe Park
2022,Female,25 to 34,Crimes Against the Person,Islington
2022,Male,45 to 54,Crimes Against Property,Kennedy Park
2022,Male,45 to 54,Other Criminal Code Violations,Palmerston-Little Italy
2022,Female,<18,Crimes Against the Person,Flemingdon Park
2022,Female,35 to 44,Crimes Against Property,Mimico-Queensway
2022,Male,35 to 44,Other Criminal Code Violations,Westminster-Branson
2022,Female,55 to 64,Crimes Against the Person,South Riverdale
2022,Male,35 to 44,Crimes Against Property,Avondale
2022,Male,18 to 24,Crimes Against the Person,West Rouge
2022,Female,<18,Crimes Against Property,The Beaches
2022,Male,35 to 44,Other Criminal Code Violations,Humber Bay Shores
2022,Male,35 to 44,Criminal Code Traffic,Bay-Cloverhill
2022,Female,<18,Crimes Against Property,Roncesvalles
2022,Male,55 to 64,Crimes Against Property,North Riverdale
2022,Male,<18,Crimes Against Property,Dorset Park
2022,Male,<18,Crimes Against the Person,Lawrence Park North
2022,Male,65+,Other Criminal Code Violations,Yonge-Doris
2022,Female,18 to 24,Other Criminal Code Violations,York University Heights
2022,Male,45 to 54,Other Criminal Code Violations,Wychwood
2022,Male,55 to 64,Crimes Against the Person,Humber Summit
2022,Male,18 to 24,Crimes Against the Person,Yorkdale-Glen Park
2022,Male,55 to 64,Other Criminal Code Violations,Etobicoke City Centre
2022,Female,25 to 34,Crimes Against Property,Trinity-Bellwoods
2022,Male,18 to 24,Other Criminal Code Violations,Harbourfront-CityPlace
2022,Male,25 to 34,Controlled Drugs and Substances Act,Yonge-Bay Corridor
2022,Female,25 to 34,Criminal Code Traffic,Long Branch
2022,Male,55 to 64,Crimes Against Property,Islington
2022,Female,45 to 54,Crimes Against Property,Annex
2022,Male,25 to 34,Other Criminal Code Violations,Bay-Cloverhill
2022,Male,65+,Crimes Against the Person,Danforth
2022,Female,25 to 34,Other Criminal Code Violations,Newtonbrook West
2022,Male,45 to 54,Crimes Against the Person,Cliffcrest
2022,Male,18 to 24,Crimes Against the Person,Downtown Yonge East
2022,Male,45 to 54,Crimes Against the Person,Alderwood
2022,Male,<18,Crimes Against the Person,Glenfield-Jane Heights
2022,Male,35 to 44,Crimes Against the Person,Etobicoke City Centre
2022,Male,45 to 54,Crimes Against the Person,Ionview
2022,Female,18 to 24,Other Criminal Code Violations,St Lawrence-East Bayfront-The Islands
2022,Male,35 to 44,Crimes Against the Person,Church-Wellesley
2022,Male,<18,Other Criminal Code Violations,Old East York
2022,Male,18 to 24,Other Criminal Code Violations,Henry Farm
2022,Male,18 to 24,Other Criminal Code Violations,Bendale-Glen Andrew
2022,Male,25 to 34,Other Criminal Code Violations,Centennial Scarborough
2022,Male,45 to 54,Crimes Against the Person,Englemount-Lawrence
2022,Female,25 to 34,Crimes Against the Person,Humber Summit
2022,Male,55 to 64,Controlled Drugs and Substances Act,South Riverdale
2022,Male,35 to 44,Crimes Against Property,Mimico-Queensway
2022,Male,35 to 44,Crimes Against the Person,Avondale
2022,Male,45 to 54,Other Criminal Code Violations,Palmerston-Little Italy
2022,Female,55 to 64,Other Criminal Code Violations,Greenwood-Coxwell
2022,Male,<18,Crimes Against the Person,Harbourfront-CityPlace
2022,Female,35 to 44,Other Criminal Code Violations,North Riverdale
2022,Female,18 to 24,Crimes Against the Person,Thorncliffe Park
2022,Male,55 to 64,Crimes Against Property,Rockcliffe-Smythe
2022,Female,45 to 54,Crimes Against the Person,South Riverdale
2022,Female,18 to 24,Controlled Drugs and Substances Act,Harbourfront-CityPlace
2022,Male,18 to 24,Crimes Against the Person,Keelesdale-Eglinton West
2022,Male,18 to 24,Crimes Against Property,Golfdale-Cedarbrae-Woburn
2022,Male,35 to 44,Other Criminal Code Violations,Black Creek
2022,Female,45 to 54,Crimes Against the Person,West Rouge
2022,Female,35 to 44,Crimes Against the Person,Scarborough Village
2022,Male,55 to 64,Controlled Drugs and Substances Act,Weston
2022,Female,18 to 24,Other Criminal Code Violations,Rockcliffe-Smythe
2022,Female,25 to 34,Controlled Drugs and Substances Act,South Riverdale
2022,Male,<18,Crimes Against the Person,Avondale
2022,Male,45 to 54,Crimes Against the Person,Lawrence Park North
2022,Male,25 to 34,Other Criminal Code Violations,Oakridge
2022,Male,18 to 24,Crimes Against the Person,Mount Dennis
2022,Female,25 to 34,Other Criminal Code Violations,Cliffcrest
2022,Male,25 to 34,Crimes Against the Person,Humbermede
2022,Female,45 to 54,Crimes Against Property,Black Creek
2022,Male,55 to 64,Crimes Against the Person,Banbury-Don Mills
2022,Female,25 to 34,Crimes Against the Person,Junction-Wallace Emerson
2022,Male,55 to 64,Crimes Against the Person,Pelmo Park-Humberlea
2022,Male,25 to 34,Other Criminal Code Violations,Bridle Path-Sunnybrook-York Mills
2022,Female,18 to 24,Crimes Against the Person,West Hill
2022,Female,45 to 54,Crimes Against the Person,Golfdale-Cedarbrae-Woburn
2022,Male,35 to 44,Crimes Against the Person,Taylor-Massey
2022,Male,45 to 54,Criminal Code Traffic,University
2022,Male,18 to 24,Controlled Drugs and Substances Act,Woodbine Corridor
2022,Female,25 to 34,Crimes Against Property,Bayview Village
2022,Male,25 to 34,Crimes Against Property,Tam O'Shanter-Sullivan
2022,Male,35 to 44,Crimes Against the Person,Little Portugal
2022,Female,45 to 54,Other Criminal Code Violations,Little Portugal
2022,Male,55 to 64,Crimes Against the Person,Moss Park
2022,Male,35 to 44,Crimes Against Property,Eglinton East
2022,Male,45 to 54,Crimes Against the Person,Oakdale-Beverley Heights
2022,Female,25 to 34,Other Criminal Code Violations,Harbourfront-CityPlace
2022,Female,35 to 44,Crimes Against Property,Downsview
2022,Male,35 to 44,Crimes Against the Person,Kennedy Park
2022,Male,25 to 34,Other Criminal Code Violations,St.Andrew-Windfields
2022,Male,<18,Crimes Against Property,West Rouge
2022,Male,65+,Crimes Against the Person,Humbermede
2022,Male,<18,Other Criminal Code Violations,The Beaches
2022,Male,25 to 34,Crimes Against the Person,West Rouge
2022,Male,<18,Crimes Against Property,Keelesdale-Eglinton West
2022,Female,25 to 34,Crimes Against Property,Cabbagetown-South St.James Town
2022,Male,45 to 54,Crimes Against the Person,Black Creek
2022,Male,45 to 54,Other Criminal Code Violations,Highland Creek
2022,Female,25 to 34,Crimes Against Property,Woburn North
2022,Male,35 to 44,Crimes Against the Person,Lawrence Park South
2022,Male,25 to 34,Crimes Against the Person,St.Andrew-Windfields
2022,Male,45 to 54,Crimes Against the Person,University
2022,Male,55 to 64,Other Criminal Code Violations,East L'Amoreaux
2022,Female,45 to 54,Crimes Against Property,Clanton Park
2022,Male,18 to 24,Crimes Against Property,West Hill
2022,Male,65+,Crimes Against the Person,Mount Olive-Silverstone-Jamestown
2022,Male,25 to 34,Crimes Against Property,South Riverdale
2022,Male,25 to 34,Crimes Against the Person,Flemingdon Park
2022,Male,55 to 64,Crimes Against the Person,Annex
2022,Female,35 to 44,Crimes Against the Person,Eglinton East
2022,Male,35 to 44,Crimes Against the Person,Downtown Yonge East
2022,Male,65+,Crimes Against Property,Downsview
2022,Male,25 to 34,Criminal Code Traffic,Wellington Place
2022,Male,55 to 64,Crimes Against Property,Kingsview Village-The Westway
2022,Female,18 to 24,Crimes Against the Person,Lawrence Park South
2022,Male,45 to 54,Crimes Against Property,High Park-Swansea
2022,Female,25 to 34,Crimes Against the Person,Clairlea-Birchmount
2022,Male,35 to 44,Crimes Against the Person,Thistletown-Beaumond Heights
2022,Female,45 to 54,Crimes Against Property,Oakdale-Beverley Heights
2022,Female,18 to 24,Other Criminal Code Violations,Mount Dennis
2022,Male,55 to 64,Crimes Against the Person,Don Valley Village
2022,Female,45 to 54,Crimes Against the Person,Flemingdon Park
2022,Male,18 to 24,Crimes Against the Person,York University Heights
2022,Male,25 to 34,Crimes Against the Person,Cliffcrest
2022,Male,45 to 54,Crimes Against the Person,Yorkdale-Glen Park
2022,Female,55 to 64,Crimes Against the Person,Dufferin Grove
2022,Male,18 to 24,Crimes Against Property,Eringate-Centennial-West Deane
2022,Female,18 to 24,Crimes Against the Person,Pelmo Park-Humberlea
2022,Male,25 to 34,Criminal Code Traffic,Parkwoods-O'Connor Hills
2022,Female,25 to 34,Other Criminal Code Violations,Guildwood
2022,Female,35 to 44,Crimes Against the Person,NSA
2022,Male,25 to 34,Crimes Against Property,Beechborough-Greenbrook
2022,Female,25 to 34,Crimes Against the Person,Downtown Yonge East
2022,Male,<18,Crimes Against the Person,NSA
2022,Male,65+,Crimes Against the Person,High Park-Swansea
2022,Male,18 to 24,Other Criminal Code Violations,Willowdale West
2022,Male,35 to 44,Crimes Against the Person,Don Valley Village
2022,Male,25 to 34,Criminal Code Traffic,Keelesdale-Eglinton West
2022,Male,18 to 24,Crimes Against the Person,Ionview
2022,Male,25 to 34,Crimes Against Property,Junction Area
2022,Male,55 to 64,Crimes Against the Person,Agincourt South-Malvern West
2022,Female,18 to 24,Crimes Against Property,Harbourfront-CityPlace
2022,Male,45 to 54,Crimes Against Property,Humewood-Cedarvale
2022,Female,25 to 34,Other Criminal Code Violations,Bendale South
2022,Male,<18,Other Criminal Code Violations,Rustic
2022,Female,18 to 24,Crimes Against the Person,NSA
2022,Male,35 to 44,Crimes Against Property,Etobicoke City Centre
2022,Male,35 to 44,Criminal Code Traffic,West Humber-Clairville
2022,Female,35 to 44,Crimes Against Property,O'Connor-Parkview
2022,Female,18 to 24,Crimes Against Property,Annex
2022,Male,<18,Other Criminal Code Violations,Agincourt South-Malvern West
2022,Female,25 to 34,Crimes Against Property,Thorncliffe Park
2022,Female,45 to 54,Crimes Against the Person,NSA
2022,Male,<18,Crimes Against the Person,Tam O'Shanter-Sullivan
2022,Male,25 to 34,Controlled Drugs and Substances Act,Islington
2022,Male,18 to 24,Other Criminal Code Violations,Downtown Yonge East
2022,Male,18 to 24,Other Criminal Code Violations,Thorncliffe Park
2022,Female,25 to 34,Other Criminal Code Violations,Tam O'Shanter-Sullivan
2022,Male,25 to 34,Criminal Code Traffic,Wellington Place
2022,Male,25 to 34,Other Criminal Code Violations,Kensington-Chinatown
2022,Female,25 to 34,Crimes Against the Person,Cabbagetown-South St.James Town
2022,Male,25 to 34,Crimes Against Property,Junction Area
2022,Female,45 to 54,Crimes Against Property,Wexford/Maryvale
2022,Female,25 to 34,Crimes Against the Person,Highland Creek
2022,Male,45 to 54,Other Criminal Code Violations,Yonge-Doris
2022,Male,18 to 24,Other Criminal Code Violations,Yonge-Eglinton
2022,Male,18 to 24,Crimes Against the Person,Wellington Place
2022,Male,45 to 54,Other Criminal Code Violations,Runnymede-Bloor West Village
2022,Male,<18,Crimes Against Property,Dufferin Grove
2022,Male,65+,Crimes Against the Person,Downsview
2022,Male,45 to 54,Crimes Against Property,Junction-Wallace Emerson
2022,Male,18 to 24,Crimes Against Property,L'Amoreaux West
2022,Male,35 to 44,Crimes Against Property,University
2022,Male,<18,Other Criminal Code Violations,Rexdale-Kipling
2022,Male,<18,Crimes Against the Person,Tam O'Shanter-Sullivan
2022,Male,18 to 24,Controlled Drugs and Substances Act,Dovercourt Village
2022,Female,35 to 44,Crimes Against Property,West Hill
2022,Male,<18,Crimes Against the Person,Casa Loma
2022,Male,35 to 44,Crimes Against the Person,Woodbine Corridor
2022,Female,18 to 24,Crimes Against Property,South Parkdale
2022,Male,18 to 24,Crimes Against the Person,Malvern West
2022,Male,35 to 44,Crimes Against Property,Yonge-Bay Corridor
2022,Female,45 to 54,Crimes Against Property,Junction Area
2022,Male,18 to 24,Crimes Against the Person,East Willowdale
2022,Male,55 to 64,Other Criminal Code Violations,Long Branch
2022,Female,25 to 34,Other Criminal Code Violations,Harbourfront-CityPlace
2022,Male,25 to 34,Crimes Against the Person,Glenfield-Jane Heights
2022,Male,45 to 54,Other Criminal Code Violations,North St.James Town
2022,Male,<18,Other Criminal Code Violations,Wellington Place
2022,Male,18 to 24,Crimes Against Property,South Riverdale
2022,Female,25 to 34,Other Criminal Code Violations,Agincourt South-Malvern West
2022,Male,18 to 24,Other Criminal Code Violations,Junction-Wallace Emerson
2022,Male,45 to 54,Crimes Against Property,East End-Danforth
2022,Female,25 to 34,Other Criminal Code Violations,Cabbagetown-South St.James Town
2022,Male,25 to 34,Other Criminal Code Violations,Harbourfront-CityPlace
2022,Male,<18,Other Criminal Code Violations,Mimico-Queensway
2022,Male,35 to 44,Crimes Against the Person,Willowdale West
2022,Male,25 to 34,Crimes Against the Person,Don Valley Village
2022,Male,45 to 54,Other Criminal Code Violations,Bay-Cloverhill
2022,Male,<18,Crimes Against the Person,Lambton Baby Point
2022,Female,35 to 44,Crimes Against the Person,Steeles
2022,Male,<18,Crimes Against Property,Morningside Heights
2022,Female,<18,Crimes Against the Person,Englemount-Lawrence
2022,Male,55 to 64,Crimes Against Property,Junction-Wallace Emerson
2022,Female,45 to 54,Crimes Against the Person,Old East York
2022,Male,25 to 34,Crimes Against Property,Bay-Cloverhill
2022,Male,45 to 54,Crimes Against Property,Thorncliffe Park
2022,Female,25 to 34,Other Criminal Code Violations,Clanton Park
2022,Male,25 to 34,Crimes Against Property,Bathurst Manor
2022,Male,35 to 44,Crimes Against the Person,Taylor-Massey
2022,Male,35 to 44,Crimes Against Property,Briar Hill-Belgravia
2022,Male,45 to 54,Other Criminal Code Violations,Kensington-Chinatown
2022,Male,<18,Crimes Against the Person,Old East York
2022,Female,55 to 64,Crimes Against Property,Oakdale-Beverley Heights
2022,Male,25 to 34,Crimes Against Property,Dufferin Grove
2022,Male,45 to 54,Other Criminal Code Violations,Regent Park
2022,Male,25 to 34,Other Criminal Code Violations,Newtonbrook West
2022,Male,35 to 44,Crimes Against the Person,Mount Olive-Silverstone-Jamestown
2022,Male,35 to 44,Other Criminal Code Violations,Weston-Pelham Park
2022,Female,25 to 34,Crimes Against the Person,Malvern West
2022,Female,55 to 64,Crimes Against the Person,Birchcliffe-Cliffside
2022,Male,55 to 64,Crimes Against the Person,West Humber-Clairville
2022,Male,25 to 34,Crimes Against the Person,Kennedy Park
2022,Male,35 to 44,Other Criminal Code Violations,Downtown Yonge East
2022,Male,35 to 44,Crimes Against Property,Oakdale-Beverley Heights
2022,Male,35 to 44,Crimes Against Property,Markland Wood
2022,Male,45 to 54,Crimes Against the Person,Golfdale-Cedarbrae-Woburn
2022,Male,35 to 44,Crimes Against the Person,University
2022,Male,<18,Crimes Against Property,Dovercourt Village
2022,Male,18 to 24,Other Criminal Code Violations,Bayview Woods-Steeles
2022,Male,<18,Crimes Against Property,South Parkdale
2022,Male,<18,Other Criminal Code Violations,Scarborough Village
2022,Male,<18,Crimes Against Property,Wellington Place
2022,Male,55 to 64,Other Criminal Code Violations,Corso Italia-Davenport
2022,Male,55 to 64,Crimes Against Property,Pelmo Park-Humberlea
2022,Male,<18,Crimes Against the Person,Bayview Village
2022,Female,18 to 24,Crimes Against the Person,Briar Hill-Belgravia
2022,Male,18 to 24,Crimes Against the Person,Don Valley Village
2022,Male,45 to 54,Crimes Against Property,Yorkdale-Glen Park
2022,Male,25 to 34,Crimes Against the Person,West Hill
2022,Male,65+,Controlled Drugs and Substances Act,North Toronto
2022,Male,<18,Crimes Against Property,Ionview
2022,Male,25 to 34,Controlled Drugs and Substances Act,Kennedy Park
2022,Female,18 to 24,Crimes Against the Person,Alderwood
2022,Male,18 to 24,Other Criminal Code Violations,Downsview
2022,Male,35 to 44,Crimes Against the Person,Broadview North
2022,Male,45 to 54,Crimes Against the Person,Casa Loma
2022,Male,25 to 34,Crimes Against Property,Cabbagetown-South St.James Town
2022,Female,18 to 24,Crimes Against the Person,Taylor-Massey
2022,Male,45 to 54,Crimes Against Property,Alderwood
2022,Male,18 to 24,Crimes Against the Person,Greenwood-Coxwell
2022,Male,18 to 24,Other Criminal Code Violations,South Riverdale
2022,Male,18 to 24,Crimes Against Property,Junction Area
2022,Male,65+,Crimes Against the Person,Kensington-Chinatown
2022,Male,18 to 24,Crimes Against the Person,Glenfield-Jane Heights
2022,Female,35 to 44,Other Criminal Code Violations,Taylor-Massey
2022,Female,25 to 34,Crimes Against Property,Playter Estates-Danforth
2022,Male,<18,Crimes Against Property,Newtonbrook West
2022,Female,25 to 34,Other Criminal Code Violations,L'Amoreaux West
2022,Male,25 to 34,Other Criminal Code Violations,Mount Pleasant East
2022,Female,18 to 24,Crimes Against the Person,Lawrence Park South
2022,Female,35 to 44,Other Criminal Code Violations,Humbermede
2022,Female,65+,Crimes Against Property,Dorset Park
2022,Female,35 to 44,Crimes Against Property,Downtown Yonge East
2022,Male,35 to 44,Crimes Against the Person,Eringate-Centennial-West Deane
2022,Female,18 to 24,Crimes Against Property,Maple Leaf
2022,Male,25 to 34,Crimes Against the Person,Yonge-Eglinton
2022,Male,65+,Crimes Against Property,Thorncliffe Park
2022,Male,45 to 54,Other Criminal Code Violations,NSA
2022,Male,25 to 34,Crimes Against Property,Westminster-Branson
2022,Female,25 to 34,Crimes Against Property,NSA
2022,Female,25 to 34,Other Criminal Code Violations,Humbermede
2022,Female,55 to 64,Other Criminal Code Violations,Mimico-Queensway
2022,Male,25 to 34,Other Criminal Code Violations,Bayview Village
2022,Female,35 to 44,Crimes Against the Person,High Park North
2022,Female,45 to 54,Crimes Against Property,Moss Park
2022,Male,25 to 34,Crimes Against Property,New Toronto
2022,Female,25 to 34,Other Criminal Code Violations,Downtown Yonge East
2022,Male,18 to 24,Crimes Against the Person,Fenside-Parkwoods
2022,Male,35 to 44,Crimes Against Property,St.Andrew-Windfields
2022,Male,18 to 24,Crimes Against Property,Yorkdale-Glen Park
2022,Male,55 to 64,Crimes Against Property,Flemingdon Park
2022,Male,25 to 34,Other Criminal Code Violations,Long Branch
2022,Male,25 to 34,Crimes Against Property,Yorkdale-Glen Park
2022,Male,55 to 64,Crimes Against Property,Trinity-Bellwoods
2022,Male,25 to 34,Other Criminal Code Violations,Don Valley Village
2022,Male,<18,Other Criminal Code Violations,Junction-Wallace Emerson
2022,Male,25 to 34,Crimes Against Property,Downsview
2022,Female,45 to 54,Crimes Against the Person,South Riverdale
2022,Male,35 to 44,Crimes Against the Person,Keelesdale-Eglinton West
2022,Female,25 to 34,Controlled Drugs and Substances Act,Eringate-Centennial-West Deane
2022,Female,25 to 34,Crimes Against the Person,Willowdale West
2022,Male,55 to 64,Crimes Against the Person,Kennedy Park
2022,Male,25 to 34,Crimes Against Property,Wellington Place
2022,Male,25 to 34,Crimes Against the Person,Avondale
2022,Male,55 to 64,Crimes Against the Person,Caledonia-Fairbank
2022,Male,45 to 54,Crimes Against Property,Humber Bay Shores
2022,Male,<18,Other Criminal Code Violations,Yonge-Bay Corridor
2022,Male,18 to 24,Crimes Against the Person,Junction-Wallace Emerson
2022,Male,35 to 44,Crimes Against Property,Humewood-Cedarvale
2022,Male,<18,Other Criminal Code Violations,Guildwood
2022,Male,35 to 44,Other Criminal Code Violations,Regent Park
2022,Male,18 to 24,Crimes Against Property,Playter Estates-Danforth
2022,Male,<18,Crimes Against Property,Rustic
2022,Male,25 to 34,Other Criminal Code Violations,Bridle Path-Sunnybrook-York Mills
2022,Male,35 to 44,Crimes Against Property,Banbury-Don Mills
2022,Female,18 to 24,Crimes Against Property,Thorncliffe Park
2022,Male,65+,Other Criminal Code Violations,NSA
2022,Male,25 to 34,Crimes Against Property,Trinity-Bellwoods
2022,Male,55 to 64,Other Criminal Code Violations,Danforth
2022,Male,<18,Other Criminal Code Violations,Morningside Heights
2022,Male,18 to 24,Crimes Against the Person,Dufferin Grove
2022,Male,65+,Criminal Code Traffic,Annex
2022,Female,<18,Crimes Against Property,Old East York
2022,Male,35 to 44,Crimes Against Property,Trinity-Bellwoods
2022,Male,35 to 44,Other Criminal Code Violations,Brookhaven-Amesbury
2022,Female,65+,Crimes Against Property,Little Portugal
2022,Male,25 to 34,Crimes Against the Person,Thistletown-Beaumond Heights
2022,Male,55 to 64,Crimes Against Property,Fort York-Liberty Village
2022,Female,25 to 34,Other Criminal Code Violations,Fenside-Parkwoods
2022,Male,18 to 24,Crimes Against the Person,University
2022,Male,<18,Other Criminal Code Violations,Church-Wellesley
2022,Female,18 to 24,Crimes Against the Person,Yorkdale-Glen Park
2022,Male,<18,Crimes Against the Person,Oakwood Village
2022,Female,35 to 44,Crimes Against the Person,Woburn North
2022,Male,18 to 24,Crimes Against the Person,Thistletown-Beaumond Heights
2022,Male,18 to 24,Crimes Against the Person,Humbermede
2022,Male,25 to 34,Other Criminal Code Violations,Downtown Yonge East
2022,Female,35 to 44,Crimes Against Property,Flemingdon Park
2022,Male,18 to 24,Crimes Against Property,Wellington Place
2022,Male,25 to 34,Crimes Against Property,Trinity-Bellwoods
2022,Male,45 to 54,Other Criminal Code Violations,St Lawrence-East Bayfront-The Islands
2022,Male,35 to 44,Crimes Against the Person,Pelmo Park-Humberlea
2022,Male,45 to 54,Crimes Against the Person,Hillcrest Village
2022,Female,25 to 34,Other Criminal Code Violations,Dorset Park
2022,Female,55 to 64,Crimes Against the Person,Kensington-Chinatown
2022,Male,45 to 54,Crimes Against the Person,West Hill
2022,Female,35 to 44,Crimes Against Property,Bendale-Glen Andrew
2022,Male,18 to 24,Crimes Against Property,Alderwood
2022,Female,18 to 24,Other Criminal Code Violations,Junction Area
2022,Male,18 to 24,Crimes Against Property,West Hill
2022,Male,55 to 64,Other Criminal Code Violations,Broadview North
2022,Male,35 to 44,Other Criminal Code Violations,Forest Hill North
2022,Female,<18,Other Criminal Code Violations,Harbourfront-CityPlace
2022,Male,18 to 24,Other Criminal Code Violations,Bedford Park-Nortown
2022,Male,55 to 64,Crimes Against the Person,West Hill
2022,Female,25 to 34,Other Criminal Code Violations,NSA
2022,Male,25 to 34,Crimes Against the Person,West Humber-Clairville
2022,Male,18 to 24,Crimes Against the Person,West Humber-Clairville
2022,Male,25 to 34,Crimes Against Property,Yorkdale-Glen Park
2022,Male,35 to 44,Crimes Against the Person,Yonge-Doris
2022,Male,25 to 34,Other Criminal Code Violations,Annex
2022,Female,45 to 54,Other Criminal Code Violations,Church-Wellesley
2022,Male,35 to 44,Other Criminal Code Violations,University
2022,Male,35 to 44,Other Criminal Code Violations,Humber Heights-Westmount
2022,Male,35 to 44,Other Criminal Code Violations,Edenbridge-Humber Valley
2022,Female,25 to 34,Crimes Against Property,Junction-Wallace Emerson
2022,Female,25 to 34,Other Criminal Code Violations,Ionview
2022,Male,<18,Crimes Against the Person,Elms-Old Rexdale
2022,Male,25 to 34,Crimes Against the Person,Kingsview Village-The Westway
2022,Female,55 to 64,Crimes Against the Person,Moss Park
2022,Male,35 to 44,Crimes Against the Person,West Humber-Clairville
2022,Female,25 to 34,Crimes Against Property,Guildwood
2022,Male,25 to 34,Crimes Against Property,Moss Park
2022,Male,65+,Crimes Against the Person,Clanton Park
2022,Male,25 to 34,Controlled Drugs and Substances Act,East End-Danforth
2022,Female,35 to 44,Crimes Against Property,NSA
2022,Female,55 to 64,Other Criminal Code Violations,Wexford/Maryvale
2022,Male,35 to 44,Criminal Code Traffic,North Riverdale
2022,Female,25 to 34,Crimes Against the Person,Lansing-Westgate
2022,Male,35 to 44,Crimes Against Property,Danforth
2022,Female,35 to 44,Crimes Against Property,Briar Hill-Belgravia
2022,Female,35 to 44,Crimes Against Property,Trinity-Bellwoods
2022,Female,25 to 34,Other Criminal Code Violations,Kingsview Village-The Westway
2022,Female,18 to 24,Other Criminal Code Violations,Brookhaven-Amesbury
2022,Male,18 to 24,Crimes Against Property,Tam O'Shanter-Sullivan
2022,Male,18 to 24,Crimes Against the Person,Bay-Cloverhill
2022,Male,18 to 24,Other Criminal Code Violations,Humber Summit
2022,Male,35 to 44,Crimes Against Property,Little Portugal
2022,Male,25 to 34,Other Criminal Code Violations,Lawrence Park South
2022,Male,55 to 64,Controlled Drugs and Substances Act,O'Connor-Parkview
2022,Male,18 to 24,Other Criminal Code Violations,Annex
2022,Female,18 to 24,Other Criminal Code Violations,Malvern East
2022,Female,35 to 44,Crimes Against Property,Church-Wellesley
2022,Male,45 to 54,Controlled Drugs and Substances Act,St.Andrew-Windfields
2022,Male,25 to 34,Crimes Against the Person,Eringate-Centennial-West Deane
2022,Female,35 to 44,Crimes Against the Person,Humbermede
2022,Female,25 to 34,Crimes Against the Person,Golfdale-Cedarbrae-Woburn
2022,Male,45 to 54,Crimes Against the Person,Roncesvalles
2022,Male,18 to 24,Crimes Against the Person,NSA
2022,Male,18 to 24,Other Criminal Code Violations,Pleasant View
2022,Male,<18,Other Criminal Code Violations,Humber Summit
2022,Female,65+,Crimes Against the Person,East L'Amoreaux
2022,Male,45 to 54,Controlled Drugs and Substances Act,Wellington Place
2022,Male,55 to 64,Crimes Against Property,West Hill
2022,Male,35 to 44,Crimes Against the Person,Dorset Park
