arrest_year,sex,age_cohort,category,neighbourhood
2021,Male,35 to 44,Crimes Against the Person,Edenbridge-Humber Valley
2016,Male,25 to 34,Other Criminal Code Violations,Dorset Park
2017,Female,35 to 44,Other Criminal Code Violations,Parkwoods-O'Connor Hills
2022,Female,25 to 34,Crimes Against the Person,Glenfield-Jane Heights
2017,Male,45 to 54,Criminal Code Traffic,Guildwood
2017,Male,25 to 34,Criminal Code Traffic,East L'Amoreaux
2020,Male,18 to 24,Crimes Against Property,Humbermede
2015,Male,45 to 54,Crimes Against the Person,Victoria Village
2014,Male,25 to 34,Criminal Code Traffic,West Hill
2018,Male,18 to 24,Crimes Against Property,Old East York
2017,Male,<18,Criminal Code Traffic,Roncesvalles
2021,Female,25 to 34,Crimes Against Property,High Park North
2022,Male,<18,Other Criminal Code Violations,Moss Park
2014,Male,35 to 44,Crimes Against Property,Victoria Village
2020,Female,45 to 54,Crimes Against the Person,Downsview
2021,Male,<18,Other Criminal Code Violations,Black Creek
2020,Female,45 to 54,Crimes Against Property,Moss Park
2014,Male,35 to 44,Controlled Drugs and Substances Act,Old East York
2021,Male,55 to 64,Crimes Against the Person,Thistletown-Beaumond Heights
2020,Male,<18,Crimes Against the Person,Yonge-Bay Corridor
2021,Male,18 to 24,Crimes Against the Person,West Rouge
2016,Female,45 to 54,Crimes Against the Person,Birchcliffe-Cliffside
2016,Male,55 to 64,Crimes Against Property,Rockcliffe-Smythe
2016,Male,18 to 24,Crimes Against the Person,Morningside Heights
2021,Male,35 to 44,Other Criminal Code Violations,Avondale
2018,Male,45 to 54,Other Criminal Code Violations,Dorset Park
2014,Female,25 to 34,Crimes Against the Person,Bayview Village
2020,Male,55 to 64,Crimes Against Property,South Riverdale
2014,Male,45 to 54,Criminal Code Traffic,North Toronto
2018,Male,25 to 34,Controlled Drugs and Substances Act,Humber Bay Shores
2017,Male,45 to 54,Other Criminal Code Violations,Kingsview Village-The Westway
2015,Male,<18,Crimes Against Property,Westminster-Branson
2019,Male,18 to 24,Crimes Against Property,Lawrence Park South
2019,Male,55 to 64,Other Criminal Code Violations,Mount Pleasant East
2015,Male,<18,Crimes Against the Person,Lawrence Park South
2021,Female,18 to 24,Other Criminal Code Violations,West Hill
2017,Male,18 to 24,Crimes Against Property,Humber Bay Shores
2020,Male,65+,Controlled Drugs and Substances Act,Moss Park
2019,Male,45 to 54,Crimes Against the Person,Brookhaven-Amesbury
2016,Male,45 to 54,Crimes Against Property,Don Valley Village
2018,Female,45 to 54,Other Criminal Code Violations,Yorkdale-Glen Park
2019,Female,25 to 34,Crimes Against Property,Kennedy Park
2018,Female,25 to 34,Crimes Against the Person,North Riverdale
2020,Male,55 to 64,Other Criminal Code Violations,High Park North
2017,Female,18 to 24,Crimes Against Property,Golfdale-Cedarbrae-Woburn
2022,Male,<18,Controlled Drugs and Substances Act,Brookhaven-Amesbury
2014,Male,35 to 44,Crimes Against the Person,Birchcliffe-Cliffside
2016,Female,55 to 64,Crimes Against Property,Bay-Cloverhill
2018,Male,<18,Crimes Against the Person,Eglinton East
2020,Female,18 to 24,Other Criminal Code Violations,NSA
2020,Male,18 to 24,Other Criminal Code Violations,Bayview Village
2021,Male,65+,Other Criminal Code Violations,Thistletown-Beaumond Heights
2018,Male,25 to 34,Criminal Code Traffic,Agincourt North
2022,Male,35 to 44,Crimes Against Property,Casa Loma
2020,Male,45 to 54,Crimes Against Property,Bathurst Manor
2016,Female,18 to 24,Crimes Against Property,Leaside-Bennington
2021,Female,45 to 54,Crimes Against the Person,Wychwood
2014,Male,<18,Crimes Against Property,Yorkdale-Glen Park
2017,Female,18 to 24,Other Criminal Code Violations,Rockcliffe-Smythe
2019,Male,35 to 44,Other Criminal Code Violations,Wellington Place
2014,Male,35 to 44,Crimes Against Property,Harbourfront-CityPlace
2017,Female,35 to 44,Controlled Drugs and Substances Act,Brookhaven-Amesbury
2014,Male,65+,Crimes Against the Person,Kennedy Park
2020,Male,45 to 54,Other Criminal Code Violations,Fenside-Parkwoods
2017,Male,45 to 54,Crimes Against the Person,Morningside
2021,Male,18 to 24,Criminal Code Traffic,Clanton Park
2019,Male,35 to 44,Controlled Drugs and Substances Act,NSA
2014,Male,25 to 34,Crimes Against the Person,Glenfield-Jane Heights
2021,Male,<18,Other Criminal Code Violations,Harbourfront-CityPlace
2019,Male,45 to 54,Other Criminal Code Violations,Junction Area
2014,Male,18 to 24,Crimes Against Property,Yonge-Doris
2017,Male,18 to 24,Crimes Against Property,NSA
2018,Male,65+,Crimes Against the Person,Bendale South
2020,Female,35 to 44,Crimes Against Property,Woodbine-Lumsden
2014,Female,45 to 54,Crimes Against the Person,Oakwood Village
2021,Female,35 to 44,Other Criminal Code Violations,Islington
2015,Female,18 to 24,Crimes Against the Person,Agincourt South-Malvern West
2014,Female,18 to 24,Crimes Against Property,Etobicoke City Centre
2021,Female,65+,Crimes Against the Person,Thistletown-Beaumond Heights
2017,Male,18 to 24,Crimes Against the Person,Danforth East York
2018,Male,35 to 44,Crimes Against Property,Humber Heights-Westmount
2018,Male,35 to 44,Crimes Against Property,Forest Hill North
2014,Male,18 to 24,Other Criminal Code Violations,North Toronto
2014,Male,<18,Crimes Against Property,Bendale-Glen Andrew
2020,Male,55 to 64,Crimes Against the Person,Woodbine-Lumsden
2022,Male,35 to 44,Other Criminal Code Violations,Wellington Place
2021,Male,45 to 54,Other Criminal Code Violations,Bendale South
2020,Female,45 to 54,Criminal Code Traffic,NSA
2016,Male,18 to 24,Crimes Against Property,Downtown Yonge East
2016,Female,35 to 44,Controlled Drugs and Substances Act,West Humber-Clairville
2022,Male,18 to 24,Controlled Drugs and Substances Act,Cabbagetown-South St.James Town
2019,Male,18 to 24,Crimes Against the Person,North Riverdale
2016,Male,45 to 54,Controlled Drugs and Substances Act,O'Connor-Parkview
2022,Female,35 to 44,Other Criminal Code Violations,Bay-Cloverhill
2019,Female,25 to 34,Crimes Against the Person,Etobicoke City Centre
2017,Male,18 to 24,Other Criminal Code Violations,Alderwood
2016,Male,55 to 64,Criminal Code Traffic,Runnymede-Bloor West Village
2021,Male,45 to 54,Other Criminal Code Violations,Downtown Yonge East
2016,Female,<18,Crimes Against the Person,West Hill
2016,Male,<18,Other Criminal Code Violations,Moss Park
2021,Male,35 to 44,Crimes Against the Person,Pelmo Park-Humberlea
2016,Male,25 to 34,Crimes Against Property,Westminster-Branson
2014,Male,18 to 24,Crimes Against the Person,Malvern East
2020,Male,45 to 54,Crimes Against Property,South Riverdale
2017,Male,35 to 44,Crimes Against the Person,Brookhaven-Amesbury
2016,Male,18 to 24,Other Criminal Code Violations,Weston
2014,Male,25 to 34,Other Criminal Code Violations,Wexford/Maryvale
2019,Female,25 to 34,Criminal Code Traffic,South Riverdale
2014,Male,<18,Crimes Against the Person,Hillcrest Village
2021,Male,45 to 54,Crimes Against the Person,Lawrence Park South
2018,Male,35 to 44,Crimes Against Property,St Lawrence-East Bayfront-The Islands
2017,Male,18 to 24,Crimes Against the Person,Broadview North
2016,Male,18 to 24,Other Criminal Code Violations,Rexdale-Kipling
2019,Female,18 to 24,Crimes Against the Person,Wellington Place
2018,Male,35 to 44,Crimes Against the Person,Kingsview Village-The Westway
2016,Male,18 to 24,Crimes Against the Person,Danforth
2021,Male,25 to 34,Crimes Against the Person,Weston-Pelham Park
2015,Male,25 to 34,Crimes Against the Person,Yonge-Doris
2022,Male,25 to 34,Other Criminal Code Violations,Bendale-Glen Andrew
2016,Female,18 to 24,Crimes Against the Person,Junction-Wallace Emerson
2014,Female,25 to 34,Other Criminal Code Violations,Eglinton East
2014,Female,65+,Crimes Against the Person,Eglinton East
2021,Male,25 to 34,Criminal Code Traffic,Downsview
2018,Male,45 to 54,Other Criminal Code Violations,Bedford Park-Nortown
2016,Male,25 to 34,Criminal Code Traffic,NSA
2015,Male,45 to 54,Crimes Against the Person,Taylor-Massey
2015,Male,18 to 24,Crimes Against Property,North Riverdale
2022,Male,55 to 64,Crimes Against the Person,Morningside
2018,Male,35 to 44,Other Criminal Code Violations,Playter Estates-Danforth
2022,Female,35 to 44,Crimes Against Property,South Parkdale
2014,Male,35 to 44,Crimes Against Property,Dufferin Grove
2020,Male,65+,Crimes Against Property,Playter Estates-Danforth
2016,Female,35 to 44,Other Criminal Code Violations,York University Heights
2020,Male,35 to 44,Crimes Against the Person,Taylor-Massey
2017,Female,25 to 34,Crimes Against Property,Taylor-Massey
2014,Male,<18,Crimes Against Property,Elms-Old Rexdale
2017,Male,45 to 54,Crimes Against the Person,North Riverdale
2020,Male,45 to 54,Crimes Against Property,Alderwood
2019,Female,25 to 34,Crimes Against Property,Guildwood
2022,Male,18 to 24,Crimes Against Property,Bay-Cloverhill
2015,Female,25 to 34,Other Criminal Code Violations,Ionview
2020,Male,35 to 44,Crimes Against the Person,Cabbagetown-South St.James Town
2019,Male,45 to 54,Crimes Against Property,Woodbine Corridor
2016,Male,45 to 54,Crimes Against Property,Briar Hill-Belgravia
2019,Male,18 to 24,Crimes Against the Person,Keelesdale-Eglinton West
2018,Female,45 to 54,Other Criminal Code Violations,L'Amoreaux West
2016,Female,45 to 54,Crimes Against the Person,Wychwood
2015,Female,<18,Crimes Against Property,Downsview
2022,Male,18 to 24,Crimes Against the Person,Weston
2021,Male,18 to 24,Crimes Against Property,Mount Pleasant East
2021,Female,35 to 44,Crimes Against the Person,Humber Summit
2018,Male,45 to 54,Other Criminal Code Violations,Lansing-Westgate
2017,Male,18 to 24,Crimes Against the Person,Wellington Place
2021,Male,<18,Crimes Against the Person,Lambton Baby Point
2016,Male,65+,Other Criminal Code Violations,Dufferin Grove
2017,Male,<18,Crimes Against the Person,Cliffcrest
2015,Male,18 to 24,Criminal Code Traffic,Downsview
2019,Male,25 to 34,Crimes Against the Person,Morningside Heights
2019,Male,55 to 64,Crimes Against the Person,Bridle Path-Sunnybrook-York Mills
2018,Female,18 to 24,Other Criminal Code Violations,West Hill
2017,Male,35 to 44,Other Criminal Code Violations,West Queen West
2022,Male,45 to 54,Crimes Against Property,NSA
2015,Female,35 to 44,Crimes Against Property,Kensington-Chinatown
2021,Male,18 to 24,Crimes Against the Person,Don Valley Village
2015,Male,35 to 44,Crimes Against the Person,Annex
2018,Male,35 to 44,Criminal Code Traffic,Wexford/Maryvale
2015,Male,18 to 24,Crimes Against the Person,University
2017,Female,<18,Crimes Against Property,Centennial Scarborough
2014,Male,55 to 64,Criminal Code Traffic,NSA
2018,Female,18 to 24,Crimes Against the Person,Woodbine Corridor
2020,Male,25 to 34,Other Criminal Code Violations,Woodbine Corridor
2016,Male,35 to 44,Criminal Code Traffic,York University Heights
2020,Male,35 to 44,Crimes Against the Person,Leaside-Bennington
2015,Male,45 to 54,Crimes Against Property,Junction Area
2016,Male,55 to 64,Crimes Against the Person,Rockcliffe-Smythe
2017,Female,18 to 24,Crimes Against Property,Eglinton East
2019,Male,35 to 44,Crimes Against Property,Newtonbrook West
2019,Male,25 to 34,Other Criminal Code Violations,Yorkdale-Glen Park
2019,Female,35 to 44,Crimes Against the Person,Birchcliffe-Cliffside
2014,Male,18 to 24,Controlled Drugs and Substances Act,Woburn North
2014,Male,55 to 64,Crimes Against the Person,Forest Hill South
2020,Male,18 to 24,Crimes Against Property,Cliffcrest
2017,Male,18 to 24,Other Criminal Code Violations,Scarborough Village
2020,Male,18 to 24,Crimes Against the Person,Banbury-Don Mills
2022,Female,35 to 44,Crimes Against the Person,Annex
2020,Male,35 to 44,Controlled Drugs and Substances Act,West Rouge
2017,Male,25 to 34,Crimes Against the Person,St.Andrew-Windfields
2019,Male,25 to 34,Crimes Against Property,University
2019,Male,55 to 64,Crimes Against Property,Weston
2014,Female,35 to 44,Criminal Code Traffic,Briar Hill-Belgravia
2020,Female,55 to 64,Crimes Against the Person,Bathurst Manor
2019,Male,25 to 34,Controlled Drugs and Substances Act,Humber Bay Shores
2020,Male,55 to 64,Crimes Against Property,Junction Area
2017,Female,45 to 54,Criminal Code Traffic,Mount Pleasant East
2020,Male,18 to 24,Crimes Against Property,West Hill
2016,Male,45 to 54,Crimes Against the Person,Golfdale-Cedarbrae-Woburn
2018,Male,35 to 44,Crimes Against the Person,Broadview North
2021,Male,65+,Crimes Against the Person,South Parkdale
2018,Male,35 to 44,Crimes Against the Person,West Queen West
2020,Male,18 to 24,Crimes Against Property,Highland Creek
2015,Male,18 to 24,Other Criminal Code Violations,East End-Danforth
2018,Male,35 to 44,Crimes Against the Person,Yonge-Eglinton
2017,Female,18 to 24,Other Criminal Code Violations,Clairlea-Birchmount
2021,Male,55 to 64,Crimes Against Property,Newtonbrook West
2016,Female,25 to 34,Other Criminal Code Violations,Bendale-Glen Andrew
2022,Female,35 to 44,Crimes Against Property,Playter Estates-Danforth
2014,Female,<18,Other Criminal Code Violations,Bayview Village
2022,Female,25 to 34,Crimes Against Property,West Hill
2018,Female,<18,Other Criminal Code Violations,Stonegate-Queensway
2022,Male,<18,Controlled Drugs and Substances Act,Dufferin Grove
2022,Male,35 to 44,Crimes Against Property,Leaside-Bennington
2014,Male,45 to 54,Crimes Against the Person,NSA
2014,Female,18 to 24,Other Criminal Code Violations,East End-Danforth
2017,Male,18 to 24,Criminal Code Traffic,Parkwoods-O'Connor Hills
2020,Female,45 to 54,Crimes Against the Person,Black Creek
2014,Female,55 to 64,Crimes Against the Person,Ionview
2017,Male,45 to 54,Crimes Against the Person,Mimico-Queensway
2021,Female,45 to 54,Crimes Against the Person,Woburn North
2014,Male,35 to 44,Crimes Against the Person,Willowridge-Martingrove-Richview
2021,Male,25 to 34,Crimes Against Property,Guildwood
2019,Male,35 to 44,Crimes Against the Person,Downtown Yonge East
2020,Female,55 to 64,Other Criminal Code Violations,Oakridge
2014,Female,35 to 44,Other Criminal Code Violations,Glenfield-Jane Heights
2021,Male,18 to 24,Crimes Against the Person,Willowridge-Martingrove-Richview
2016,Male,25 to 34,Crimes Against Property,Forest Hill North
2021,Male,55 to 64,Other Criminal Code Violations,Annex
2014,Male,35 to 44,Crimes Against Property,Edenbridge-Humber Valley
2015,Female,25 to 34,Controlled Drugs and Substances Act,Blake-Jones
2020,Male,25 to 34,Crimes Against Property,L'Amoreaux West
2020,Male,25 to 34,Crimes Against Property,Leaside-Bennington
2021,Female,35 to 44,Other Criminal Code Violations,Bay-Cloverhill
2015,Male,25 to 34,Other Criminal Code Violations,Dufferin Grove
2014,Male,35 to 44,Crimes Against Property,Yorkdale-Glen Park
2022,Male,25 to 34,Controlled Drugs and Substances Act,South Parkdale
2015,Male,25 to 34,Crimes Against Property,Roncesvalles
2021,Male,25 to 34,Crimes Against the Person,Henry Farm
2019,Female,45 to 54,Crimes Against Property,Danforth East York
2019,Male,35 to 44,Crimes Against the Person,Newtonbrook West
2017,Female,18 to 24,Crimes Against Property,Moss Park
2018,Male,35 to 44,Crimes Against Property,Humber Summit
2018,Male,45 to 54,Criminal Code Traffic,Malvern West
2016,Male,<18,Controlled Drugs and Substances Act,Wellington Place
2021,Female,18 to 24,Other Criminal Code Violations,Malvern East
2014,Female,45 to 54,Other Criminal Code Violations,Woodbine Corridor
2014,Male,45 to 54,Crimes Against Property,Oakdale-Beverley Heights
2021,Male,35 to 44,Other Criminal Code Violations,North Toronto
2016,Male,65+,Crimes Against the Person,Islington
2021,Male,25 to 34,Crimes Against the Person,Edenbridge-Humber Valley
2021,Male,<18,Crimes Against Property,Lansing-Westgate
2014,Male,35 to 44,Other Criminal Code Violations,Oakdale-Beverley Heights
2014,Male,55 to 64,Crimes Against the Person,High Park North
2021,Male,<18,Crimes Against the Person,Weston
2020,Male,35 to 44,Other Criminal Code Violations,Wellington Place
2014,Female,45 to 54,Crimes Against the Person,East End-Danforth
2014,Male,<18,Crimes Against the Person,Wellington Place
2021,Female,45 to 54,Crimes Against Property,Annex
2022,Male,18 to 24,Crimes Against the Person,South Riverdale
2014,Male,18 to 24,Crimes Against the Person,Westminster-Branson
2021,Female,35 to 44,Crimes Against the Person,High Park-Swansea
2017,Male,18 to 24,Crimes Against the Person,NSA
2015,Male,18 to 24,Crimes Against the Person,Fenside-Parkwoods
2016,Male,55 to 64,Crimes Against Property,South Parkdale
2016,Male,25 to 34,Crimes Against the Person,Forest Hill South
2018,Female,18 to 24,Other Criminal Code Violations,Church-Wellesley
2015,Male,45 to 54,Crimes Against the Person,Moss Park
2015,Male,55 to 64,Crimes Against the Person,West Hill
2015,Male,25 to 34,Crimes Against Property,Rosedale-Moore Park
2015,Female,25 to 34,Other Criminal Code Violations,Oakwood Village
2019,Male,25 to 34,Crimes Against the Person,Kingsway South
2016,Male,55 to 64,Crimes Against Property,Banbury-Don Mills
2014,Male,18 to 24,Controlled Drugs and Substances Act,Lambton Baby Point
2015,Female,25 to 34,Other Criminal Code Violations,Stonegate-Queensway
2016,Male,55 to 64,Crimes Against the Person,Fenside-Parkwoods
2016,Male,25 to 34,Other Criminal Code Violations,South Parkdale
2017,Male,25 to 34,Crimes Against the Person,Thistletown-Beaumond Heights
2020,Male,<18,Crimes Against the Person,Yonge-Eglinton
2021,Female,45 to 54,Crimes Against Property,Weston-Pelham Park
2020,Male,45 to 54,Controlled Drugs and Substances Act,Cabbagetown-South St.James Town
2017,Female,55 to 64,Other Criminal Code Violations,Yorkdale-Glen Park
2016,Female,25 to 34,Criminal Code Traffic,Henry Farm
2017,Male,35 to 44,Crimes Against Property,Palmerston-Little Italy
2021,Male,<18,Crimes Against the Person,Greenwood-Coxwell
2018,Male,65+,Controlled Drugs and Substances Act,Moss Park
2018,Male,25 to 34,Criminal Code Traffic,Pelmo Park-Humberlea
2017,Male,25 to 34,Crimes Against the Person,Bay-Cloverhill
2021,Female,35 to 44,Crimes Against Property,Bathurst Manor
2017,Female,65+,Crimes Against Property,Bendale-Glen Andrew
2020,Female,18 to 24,Controlled Drugs and Substances Act,High Park-Swansea
2018,Male,25 to 34,Other Criminal Code Violations,Bendale South
2016,Male,25 to 34,Crimes Against the Person,Roncesvalles
2017,Male,35 to 44,Other Criminal Code Violations,North Riverdale
2017,Female,18 to 24,Controlled Drugs and Substances Act,East End-Danforth
2016,Female,<18,Crimes Against Property,Tam O'Shanter-Sullivan
2020,Male,18 to 24,Other Criminal Code Violations,Etobicoke West Mall
2014,Female,55 to 64,Crimes Against Property,Blake-Jones
2014,Male,<18,Crimes Against Property,Glenfield-Jane Heights
2014,Male,18 to 24,Other Criminal Code Violations,Weston-Pelham Park
2015,Male,18 to 24,Crimes Against the Person,Dovercourt Village
2021,Female,18 to 24,Other Criminal Code Violations,Agincourt North
2014,Male,25 to 34,Crimes Against the Person,Woodbine-Lumsden
2015,Female,25 to 34,Crimes Against Property,North Riverdale
2020,Female,18 to 24,Other Criminal Code Violations,Pleasant View
2020,Male,18 to 24,Other Criminal Code Violations,Milliken
2017,Female,18 to 24,Other Criminal Code Violations,Downtown Yonge East
2020,Female,18 to 24,Crimes Against the Person,Wexford/Maryvale
2022,Male,18 to 24,Crimes Against the Person,Clanton Park
2014,Male,25 to 34,Criminal Code Traffic,Wellington Place
2014,Male,65+,Criminal Code Traffic,South Parkdale
2014,Male,18 to 24,Other Criminal Code Violations,Forest Hill North
2019,Male,25 to 34,Crimes Against Property,Humewood-Cedarvale
2014,Male,25 to 34,Crimes Against Property,Harbourfront-CityPlace
2017,Male,18 to 24,Crimes Against Property,Oakridge
2016,Male,25 to 34,Criminal Code Traffic,Briar Hill-Belgravia
2016,Female,35 to 44,Other Criminal Code Violations,Don Valley Village
2022,Female,55 to 64,Crimes Against Property,Leaside-Bennington
2015,Female,18 to 24,Crimes Against Property,Englemount-Lawrence
2014,Male,18 to 24,Crimes Against Property,Markland Wood
2015,Male,55 to 64,Crimes Against the Person,Humber Heights-Westmount
2017,Male,45 to 54,Other Criminal Code Violations,Weston-Pelham Park
2018,Male,18 to 24,Crimes Against the Person,Black Creek
2015,Male,25 to 34,Crimes Against Property,Roncesvalles
2021,Female,18 to 24,Crimes Against Property,Fenside-Parkwoods
2017,Male,<18,Crimes Against the Person,NSA
2020,Male,18 to 24,Crimes Against Property,Yonge-Bay Corridor
2016,Male,35 to 44,Controlled Drugs and Substances Act,Downsview
2020,Male,35 to 44,Crimes Against the Person,Eringate-Centennial-West Deane
2020,Male,18 to 24,Crimes Against the Person,O'Connor-Parkview
2021,Male,45 to 54,Crimes Against Property,Wellington Place
2019,Female,35 to 44,Crimes Against Property,Dufferin Grove
2014,Male,55 to 64,Crimes Against the Person,Black Creek
2022,Male,45 to 54,Other Criminal Code Violations,University
2018,Male,45 to 54,Other Criminal Code Violations,Kensington-Chinatown
2019,Female,55 to 64,Controlled Drugs and Substances Act,Downsview
2017,Male,25 to 34,Controlled Drugs and Substances Act,Stonegate-Queensway
2021,Male,25 to 34,Crimes Against Property,Kingsway South
2022,Female,18 to 24,Crimes Against Property,Danforth
2019,Male,25 to 34,Criminal Code Traffic,West Rouge
2015,Male,25 to 34,Crimes Against the Person,St Lawrence-East Bayfront-The Islands
2021,Male,25 to 34,Crimes Against Property,Long Branch
2015,Male,25 to 34,Crimes Against Property,Newtonbrook West
2022,Male,18 to 24,Crimes Against the Person,Yorkdale-Glen Park
2017,Male,35 to 44,Criminal Code Traffic,Black Creek
2022,Male,55 to 64,Crimes Against the Person,Victoria Village
2019,Male,18 to 24,Crimes Against the Person,Pelmo Park-Humberlea
2022,Female,25 to 34,Crimes Against the Person,Downtown Yonge East
2019,Male,25 to 34,Controlled Drugs and Substances Act,Don Valley Village
2019,Female,18 to 24,Other Criminal Code Violations,Weston
2020,Male,35 to 44,Other Criminal Code Violations,Mount Olive-Silverstone-Jamestown
2017,Male,25 to 34,Crimes Against Property,Rustic
2020,Male,<18,Crimes Against the Person,Eringate-Centennial-West Deane
2019,Male,<18,Crimes Against Property,Birchcliffe-Cliffside
2014,Male,25 to 34,Criminal Code Traffic,Kensington-Chinatown
2020,Male,<18,Other Criminal Code Violations,Oakdale-Beverley Heights
2021,Male,18 to 24,Crimes Against the Person,Taylor-Massey
2014,Female,25 to 34,Other Criminal Code Violations,Wellington Place
2014,Female,25 to 34,Crimes Against the Person,Weston
2019,Male,<18,Crimes Against the Person,Banbury-Don Mills
2017,Male,35 to 44,Crimes Against Property,Woburn North
2021,Male,18 to 24,Crimes Against Property,Rexdale-Kipling
2018,Male,25 to 34,Criminal Code Traffic,Black Creek
2022,Male,25 to 34,Other Criminal Code Violations,NSA
2018,Male,18 to 24,Crimes Against Property,Wellington Place
2017,Male,18 to 24,Crimes Against Property,South Riverdale
2022,Female,35 to 44,Crimes Against the Person,Yonge-Bay Corridor
2017,Male,18 to 24,Crimes Against the Person,York University Heights
2021,Male,<18,Crimes Against Property,Agincourt South-Malvern West
2014,Male,18 to 24,Crimes Against the Person,Keelesdale-Eglinton West
2014,Female,45 to 54,Other Criminal Code Violations,Clairlea-Birchmount
2014,Male,35 to 44,Criminal Code Traffic,Roncesvalles
2022,Female,35 to 44,Crimes Against the Person,Cabbagetown-South St.James Town
2014,Male,18 to 24,Crimes Against Property,West Humber-Clairville
2019,Male,25 to 34,Crimes Against the Person,Morningside Heights
2020,Female,<18,Crimes Against Property,Princess-Rosethorn
2016,Male,35 to 44,Crimes Against Property,Dufferin Grove
2022,Female,35 to 44,Crimes Against Property,Woburn North
2021,Male,18 to 24,Crimes Against the Person,NSA
2014,Male,<18,Crimes Against Property,Hillcrest Village
2014,Male,65+,Controlled Drugs and Substances Act,Clairlea-Birchmount
2014,Male,18 to 24,Crimes Against Property,Trinity-Bellwoods
2016,Male,25 to 34,Crimes Against the Person,Thistletown-Beaumond Heights
2022,Female,35 to 44,Crimes Against the Person,Morningside
2017,Male,<18,Other Criminal Code Violations,Brookhaven-Amesbury
2017,Male,25 to 34,Crimes Against Property,York University Heights
2019,Male,35 to 44,Other Criminal Code Violations,Roncesvalles
2022,Male,25 to 34,Criminal Code Traffic,North St.James Town
2014,Female,<18,Other Criminal Code Violations,East L'Amoreaux
2021,Male,35 to 44,Crimes Against the Person,Elms-Old Rexdale
2018,Male,<18,Other Criminal Code Violations,Etobicoke City Centre
2018,Male,25 to 34,Crimes Against the Person,Tam O'Shanter-Sullivan
2022,Female,65+,Crimes Against Property,Ionview
2018,Male,55 to 64,Crimes Against Property,East Willowdale
2019,Male,25 to 34,Crimes Against the Person,Morningside Heights
2016,Male,25 to 34,Crimes Against the Person,Edenbridge-Humber Valley
2014,Female,25 to 34,Crimes Against Property,Humber Bay Shores
2015,Male,55 to 64,Controlled Drugs and Substances Act,Wellington Place
2014,Female,<18,Crimes Against Property,Yonge-Doris
2014,Male,45 to 54,Crimes Against Property,Mount Pleasant East
2014,Male,<18,Crimes Against the Person,Don Valley Village
2020,Female,18 to 24,Crimes Against Property,Wellington Place
2017,Female,45 to 54,Crimes Against Property,Roncesvalles
2015,Female,35 to 44,Other Criminal Code Violations,Keelesdale-Eglinton West
2015,Male,45 to 54,Other Criminal Code Violations,Wexford/Maryvale
2018,Male,35 to 44,Crimes Against the Person,Eringate-Centennial-West Deane
2016,Male,55 to 64,Crimes Against Property,Kensington-Chinatown
2016,Male,<18,Other Criminal Code Violations,Junction-Wallace Emerson
2016,Female,25 to 34,Criminal Code Traffic,Runnymede-Bloor West Village
2019,Male,25 to 34,Criminal Code Traffic,Ionview
2022,Male,18 to 24,Crimes Against Property,South Parkdale
2020,Male,35 to 44,Other Criminal Code Violations,Mount Olive-Silverstone-Jamestown
2018,Female,25 to 34,Other Criminal Code Violations,Palmerston-Little Italy
2017,Male,18 to 24,Crimes Against the Person,NSA
2017,Male,35 to 44,Crimes Against the Person,East End-Danforth
2019,Male,65+,Crimes Against the Person,Old East York
2018,Female,18 to 24,Crimes Against Property,Etobicoke City Centre
2021,Female,18 to 24,Crimes Against Property,Playter Estates-Danforth
2017,Male,25 to 34,Crimes Against the Person,L'Amoreaux West
2018,Male,18 to 24,Crimes Against the Person,NSA
2017,Male,35 to 44,Crimes Against Property,Newtonbrook West
2014,Male,55 to 64,Crimes Against the Person,Mount Olive-Silverstone-Jamestown
2017,Male,18 to 24,Crimes Against Property,Kensington-Chinatown
2018,Female,25 to 34,Controlled Drugs and Substances Act,Mount Pleasant East
2022,Male,45 to 54,Crimes Against Property,Kensington-Chinatown
2022,Male,18 to 24,Other Criminal Code Violations,NSA
2015,Male,45 to 54,Controlled Drugs and Substances Act,West Humber-Clairville
2020,Male,65+,Crimes Against the Person,Roncesvalles
2014,Male,45 to 54,Other Criminal Code Violations,South Riverdale
2020,Male,55 to 64,Crimes Against the Person,Weston-Pelham Park
2022,Male,<18,Crimes Against the Person,Elms-Old Rexdale
2020,Female,55 to 64,Crimes Against Property,Keelesdale-Eglinton West
2020,Female,25 to 34,Crimes Against Property,West Hill
2022,Male,25 to 34,Other Criminal Code Violations,South Eglinton-Davisville
2018,Female,25 to 34,Other Criminal Code Violations,Brookhaven-Amesbury
2015,Male,<18,Crimes Against Property,Black Creek
2015,Male,55 to 64,Criminal Code Traffic,NSA
2020,Female,45 to 54,Crimes Against Property,Junction-Wallace Emerson
2018,Female,25 to 34,Crimes Against Property,South Parkdale
2018,Male,25 to 34,Crimes Against the Person,Englemount-Lawrence
2014,Male,18 to 24,Other Criminal Code Violations,Taylor-Massey
2020,Male,45 to 54,Other Criminal Code Violations,Broadview North
2022,Male,35 to 44,Crimes Against the Person,New Toronto
2015,Male,45 to 54,Criminal Code Traffic,Yorkdale-Glen Park
2014,Male,18 to 24,Controlled Drugs and Substances Act,Glenfield-Jane Heights
2019,Male,18 to 24,Other Criminal Code Violations,High Park-Swansea
2015,Female,18 to 24,Crimes Against the Person,Mount Olive-Silverstone-Jamestown
2021,Male,18 to 24,Crimes Against Property,Dufferin Grove
2021,Male,<18,Crimes Against the Person,Centennial Scarborough
2021,Male,35 to 44,Crimes Against Property,Danforth East York
