arrest_year,sex,age_cohort,category,neighbourhood
2014,Male,45 to 54,Criminal Code Traffic,Downsview
2019,Male,18 to 24,Crimes Against Property,Bay-Cloverhill
2019,Male,45 to 54,Other Criminal Code Violations,Bayview Village
2014,Male,25 to 34,Crimes Against Property,St Lawrence-East Bayfront-The Islands
2022,Male,18 to 24,Controlled Drugs and Substances Act,NSA
2020,Female,35 to 44,Crimes Against Property,Yonge-Bay Corridor
2017,Male,18 to 24,Controlled Drugs and Substances Act,West Queen West
2021,Female,18 to 24,Crimes Against the Person,St.Andrew-Windfields
2019,Male,18 to 24,Other Criminal Code Violations,Kensington-Chinatown
2021,Female,25 to 34,Crimes Against Property,Scarborough Village
2014,Male,<18,Crimes Against the Person,York University Heights
2019,Female,<18,Crimes Against the Person,Flemingdon Park
2015,Female,25 to 34,Crimes Against Property,Bendale-Glen Andrew
2014,Male,55 to 64,Controlled Drugs and Substances Act,Black Creek
2021,Male,25 to 34,Other Criminal Code Violations,Cliffcrest
2015,Male,35 to 44,Criminal Code Traffic,Englemount-Lawrence
2017,Male,25 to 34,Crimes Against Property,Clanton Park
2018,Male,25 to 34,Crimes Against Property,Annex
2014,Male,25 to 34,Crimes Against Property,Kensington-Chinatown
2022,Female,18 to 24,Crimes Against the Person,Newtonbrook West
2016,Male,18 to 24,Crimes Against the Person,Oakdale-Beverley Heights
2017,Male,<18,Crimes Against Property,Regent Park
2018,Female,35 to 44,Crimes Against Property,York University Heights
2017,Male,<18,Other Criminal Code Violations,Pelmo Park-Humberlea
2014,Female,55 to 64,Other Criminal Code Violations,Caledonia-Fairbank
2022,Male,<18,Crimes Against the Person,Downtown Yonge East
2019,Male,45 to 54,Crimes Against Property,Etobicoke City Centre
2015,Male,<18,Crimes Against Property,West Hill
2022,Female,25 to 34,Crimes Against Property,Blake-Jones
2014,Male,25 to 34,Crimes Against Property,Pelmo Park-Humberlea
2020,Female,35 to 44,Other Criminal Code Violations,Weston-Pelham Park
2014,Male,45 to 54,Crimes Against the Person,High Park North
2021,Male,25 to 34,Crimes Against the Person,South Eglinton-Davisville
2019,Female,18 to 24,Crimes Against the Person,Humber Summit
2014,Female,25 to 34,Crimes Against the Person,Etobicoke City Centre
2014,Male,45 to 54,Other Criminal Code Violations,Humber Bay Shores
2018,Male,25 to 34,Crimes Against the Person,Newtonbrook West
2018,Female,18 to 24,Other Criminal Code Violations,Wexford/Maryvale
2014,Male,Unknown,Other Criminal Code Violations,Henry Farm
2022,Male,18 to 24,Crimes Against the Person,University
2015,Female,35 to 44,Crimes Against the Person,Eringate-Centennial-West Deane
2014,Male,18 to 24,Crimes Against the Person,Bedford Park-Nortown
2015,Male,45 to 54,Other Criminal Code Violations,Stonegate-Queensway
2017,Male,25 to 34,Crimes Against the Person,Harbourfront-CityPlace
2021,Male,18 to 24,Other Criminal Code Violations,Brookhaven-Amesbury
2014,Male,<18,Crimes Against Property,Playter Estates-Danforth
2014,Female,45 to 54,Crimes Against the Person,Bay-Cloverhill
2021,Male,45 to 54,Crimes Against the Person,Harbourfront-CityPlace
2017,Male,18 to 24,Crimes Against the Person,Golfdale-Cedarbrae-Woburn
2015,Female,18 to 24,Crimes Against the Person,High Park North
2020,Male,25 to 34,Crimes Against the Person,Woodbine-Lumsden
2014,Female,<18,Controlled Drugs and Substances Act,Wychwood
2019,Male,65+,Crimes Against the Person,Woodbine Corridor
2022,Female,35 to 44,Crimes Against Property,York University Heights
2015,Female,45 to 54,Other Criminal Code Violations,Black Creek
2015,Male,18 to 24,Crimes Against Property,Mimico-Queensway
2015,Female,35 to 44,Crimes Against Property,York University Heights
2016,Male,55 to 64,Crimes Against Property,Casa Loma
2018,Male,18 to 24,Crimes Against the Person,Kingsview Village-The Westway
2021,Male,35 to 44,Controlled Drugs and Substances Act,NSA
2017,Female,25 to 34,Crimes Against Property,Kensington-Chinatown
2020,Female,45 to 54,Crimes Against Property,Downtown Yonge East
2019,Male,<18,Crimes Against the Person,Yonge-Eglinton
2019,Male,18 to 24,Crimes Against Property,Wellington Place
2017,Female,18 to 24,Crimes Against Property,Corso Italia-Davenport
2014,Male,<18,Crimes Against Property,Newtonbrook East
2020,Male,18 to 24,Crimes Against the Person,Weston
2018,Male,18 to 24,Criminal Code Traffic,Oakridge
2017,Male,18 to 24,Crimes Against the Person,NSA
2017,Male,55 to 64,Other Criminal Code Violations,Dovercourt Village
2019,Male,25 to 34,Other Criminal Code Violations,Danforth East York
2021,Male,25 to 34,Other Criminal Code Violations,Kensington-Chinatown
2017,Female,35 to 44,Crimes Against the Person,Caledonia-Fairbank
2015,Male,35 to 44,Crimes Against the Person,Banbury-Don Mills
2019,Male,65+,Crimes Against the Person,Eglinton East
2018,Male,25 to 34,Crimes Against the Person,Kensington-Chinatown
2019,Male,35 to 44,Other Criminal Code Violations,Long Branch
2018,Female,35 to 44,Other Criminal Code Violations,Malvern West
2016,Male,25 to 34,Crimes Against the Person,Oakridge
2016,Male,25 to 34,Crimes Against Property,Brookhaven-Amesbury
2021,Male,55 to 64,Other Criminal Code Violations,Morningside Heights
2014,Male,35 to 44,Crimes Against the Person,South Eglinton-Davisville
2014,Male,25 to 34,Crimes Against the Person,Wellington Place
2017,Male,25 to 34,Crimes Against Property,Dufferin Grove
2020,Male,18 to 24,Crimes Against Property,York University Heights
2018,Male,35 to 44,Crimes Against the Person,Wellington Place
2020,Male,35 to 44,Crimes Against the Person,Weston-Pelham Park
2019,Male,45 to 54,Crimes Against the Person,Bendale-Glen Andrew
2019,Male,25 to 34,Crimes Against Property,West Rouge
2019,Male,55 to 64,Crimes Against the Person,Milliken
2021,Male,18 to 24,Other Criminal Code Violations,Clanton Park
2018,Male,18 to 24,Other Criminal Code Violations,Greenwood-Coxwell
2014,Male,45 to 54,Controlled Drugs and Substances Act,Bendale-Glen Andrew
2021,Male,<18,Other Criminal Code Violations,Runnymede-Bloor West Village
2015,Male,18 to 24,Crimes Against the Person,Harbourfront-CityPlace
2017,Female,35 to 44,Crimes Against Property,Don Valley Village
2021,Female,35 to 44,Crimes Against Property,Long Branch
2014,Female,<18,Crimes Against the Person,York University Heights
2020,Female,25 to 34,Crimes Against the Person,Downtown Yonge East
2020,Female,45 to 54,Other Criminal Code Violations,Etobicoke West Mall
2018,Male,55 to 64,Crimes Against the Person,Junction-Wallace Emerson
2016,Male,35 to 44,Crimes Against the Person,Bayview Woods-Steeles
2020,Male,35 to 44,Crimes Against Property,East Willowdale
2015,Male,35 to 44,Crimes Against the Person,Humber Heights-Westmount
2020,Male,25 to 34,Crimes Against the Person,Eglinton East
2020,Male,18 to 24,Crimes Against the Person,Mount Dennis
2018,Female,35 to 44,Crimes Against the Person,Little Portugal
2016,Female,25 to 34,Crimes Against the Person,New Toronto
2018,Female,25 to 34,Crimes Against Property,Bendale-Glen Andrew
2021,Male,18 to 24,Crimes Against the Person,Maple Leaf
2021,Female,25 to 34,Crimes Against Property,Stonegate-Queensway
2022,Female,25 to 34,Crimes Against Property,South Parkdale
2014,Male,<18,Other Criminal Code Violations,Moss Park
2019,Female,45 to 54,Crimes Against Property,Cabbagetown-South St.James Town
2021,Female,<18,Crimes Against Property,Golfdale-Cedarbrae-Woburn
2019,Male,45 to 54,Other Criminal Code Violations,Mount Olive-Silverstone-Jamestown
2022,Male,<18,Crimes Against Property,Woodbine Corridor
2020,Male,<18,Other Criminal Code Violations,Morningside Heights
2019,Male,<18,Crimes Against the Person,North Toronto
2022,Male,25 to 34,Other Criminal Code Violations,Danforth
2017,Male,25 to 34,Other Criminal Code Violations,Woodbine Corridor
2016,Male,18 to 24,Crimes Against the Person,Glenfield-Jane Heights
2017,Male,45 to 54,Crimes Against the Person,Clanton Park
2022,Female,25 to 34,Crimes Against Property,Thistletown-Beaumond Heights
2018,Female,25 to 34,Crimes Against the Person,Willowdale West
2020,Female,18 to 24,Controlled Drugs and Substances Act,Glenfield-Jane Heights
2014,Male,25 to 34,Crimes Against Property,Bendale South
2017,Male,25 to 34,Crimes Against Property,Yorkdale-Glen Park
2020,Female,45 to 54,Crimes Against Property,Regent Park
2020,Male,25 to 34,Crimes Against the Person,Scarborough Village
2015,Female,18 to 24,Crimes Against Property,Yonge-Bay Corridor
2019,Male,45 to 54,Crimes Against the Person,Broadview North
2021,Male,35 to 44,Crimes Against the Person,Mount Dennis
2017,Male,35 to 44,Crimes Against the Person,Woburn North
2022,Male,35 to 44,Controlled Drugs and Substances Act,Mimico-Queensway
2014,Male,25 to 34,Other Criminal Code Violations,Danforth
2018,Male,18 to 24,Crimes Against the Person,Humbermede
2020,Female,25 to 34,Crimes Against Property,Downtown Yonge East
2016,Male,45 to 54,Crimes Against Property,Thistletown-Beaumond Heights
2021,Female,25 to 34,Other Criminal Code Violations,North St.James Town
2021,Female,25 to 34,Other Criminal Code Violations,Markland Wood
2016,Female,18 to 24,Other Criminal Code Violations,Eglinton East
2022,Female,45 to 54,Crimes Against the Person,Wellington Place
2022,Female,35 to 44,Other Criminal Code Violations,Cliffcrest
2015,Male,45 to 54,Crimes Against the Person,Kennedy Park
2017,Female,35 to 44,Crimes Against the Person,Danforth East York
2017,Female,35 to 44,Crimes Against the Person,Regent Park
2020,Male,25 to 34,Crimes Against the Person,Markland Wood
2016,Female,25 to 34,Controlled Drugs and Substances Act,Oakwood Village
2022,Female,55 to 64,Crimes Against Property,O'Connor-Parkview
2014,Male,25 to 34,Crimes Against the Person,O'Connor-Parkview
2022,Male,35 to 44,Controlled Drugs and Substances Act,York University Heights
2018,Male,25 to 34,Other Criminal Code Violations,Beechborough-Greenbrook
2016,Male,18 to 24,Crimes Against the Person,Kensington-Chinatown
2020,Female,25 to 34,Crimes Against Property,L'Amoreaux West
2020,Female,65+,Crimes Against Property,Humber Summit
2014,Male,18 to 24,Other Criminal Code Violations,Stonegate-Queensway
2017,Male,55 to 64,Crimes Against Property,Bayview Woods-Steeles
2022,Male,18 to 24,Other Criminal Code Violations,Yorkdale-Glen Park
2015,Female,18 to 24,Other Criminal Code Violations,Milliken
2018,Male,35 to 44,Crimes Against Property,Harbourfront-CityPlace
2021,Male,45 to 54,Crimes Against Property,Yonge-Bay Corridor
2019,Male,18 to 24,Crimes Against the Person,Rustic
2020,Male,45 to 54,Crimes Against Property,Downtown Yonge East
2019,Female,25 to 34,Crimes Against Property,Eglinton East
2017,Female,18 to 24,Controlled Drugs and Substances Act,St Lawrence-East Bayfront-The Islands
2020,Male,<18,Crimes Against the Person,Steeles
2017,Male,35 to 44,Controlled Drugs and Substances Act,Willowdale West
2016,Male,35 to 44,Crimes Against the Person,Milliken
2019,Male,45 to 54,Crimes Against the Person,Yorkdale-Glen Park
2019,Male,45 to 54,Other Criminal Code Violations,Thistletown-Beaumond Heights
2022,Male,25 to 34,Other Criminal Code Violations,Avondale
2014,Male,18 to 24,Crimes Against Property,Playter Estates-Danforth
2019,Male,18 to 24,Crimes Against Property,Church-Wellesley
2021,Male,65+,Crimes Against the Person,Rosedale-Moore Park
2016,Male,25 to 34,Crimes Against Property,Markland Wood
2021,Female,25 to 34,Crimes Against the Person,NSA
2015,Male,25 to 34,Crimes Against Property,Willowridge-Martingrove-Richview
2015,Female,25 to 34,Crimes Against the Person,Ionview
2020,Male,25 to 34,Crimes Against Property,Greenwood-Coxwell
2021,Male,35 to 44,Crimes Against Property,Playter Estates-Danforth
2014,Female,35 to 44,Crimes Against Property,Weston
2019,Female,55 to 64,Crimes Against the Person,Wexford/Maryvale
2022,Male,65+,Other Criminal Code Violations,Parkwoods-O'Connor Hills
2014,Female,18 to 24,Crimes Against Property,South Eglinton-Davisville
2017,Male,35 to 44,Crimes Against the Person,Harbourfront-CityPlace
2020,Male,18 to 24,Crimes Against the Person,Avondale
2021,Female,25 to 34,Crimes Against Property,West Queen West
2015,Male,45 to 54,Crimes Against the Person,Cliffcrest
2019,Male,45 to 54,Crimes Against the Person,New Toronto
2020,Female,35 to 44,Other Criminal Code Violations,Humber Heights-Westmount
2018,Male,25 to 34,Other Criminal Code Violations,Playter Estates-Danforth
2016,Male,35 to 44,Crimes Against Property,Little Portugal
2016,Male,55 to 64,Crimes Against the Person,Willowridge-Martingrove-Richview
2014,Male,<18,Crimes Against Property,Scarborough Village
2017,Male,25 to 34,Crimes Against Property,University
2018,Male,55 to 64,Crimes Against Property,Downsview
2019,Male,<18,Crimes Against Property,Thorncliffe Park
2017,Female,45 to 54,Controlled Drugs and Substances Act,Caledonia-Fairbank
2015,Male,<18,Other Criminal Code Violations,Blake-Jones
2019,Male,18 to 24,Crimes Against Property,High Park-Swansea
2015,Male,55 to 64,Crimes Against Property,Birchcliffe-Cliffside
2018,Female,35 to 44,Crimes Against the Person,Malvern East
2014,Male,45 to 54,Controlled Drugs and Substances Act,Weston
2019,Male,35 to 44,Crimes Against the Person,Dovercourt Village
2018,Male,35 to 44,Crimes Against the Person,Rustic
2022,Male,18 to 24,Crimes Against the Person,Wellington Place
2021,Male,25 to 34,Crimes Against the Person,Little Portugal
2020,Male,18 to 24,Crimes Against Property,Stonegate-Queensway
2016,Male,<18,Other Criminal Code Violations,Hillcrest Village
2020,Male,18 to 24,Crimes Against Property,Corso Italia-Davenport
2021,Male,<18,Crimes Against the Person,St Lawrence-East Bayfront-The Islands
2016,Female,45 to 54,Crimes Against Property,Cliffcrest
2020,Male,18 to 24,Other Criminal Code Violations,Little Portugal
2017,Female,35 to 44,Crimes Against the Person,Morningside Heights
2016,Male,45 to 54,Criminal Code Traffic,Broadview North
2022,Male,25 to 34,Crimes Against Property,Oakdale-Beverley Heights
2015,Male,55 to 64,Criminal Code Traffic,Long Branch
2018,Male,45 to 54,Crimes Against Property,Taylor-Massey
2017,Male,45 to 54,Criminal Code Traffic,Wexford/Maryvale
2015,Male,65+,Other Criminal Code Violations,Eringate-Centennial-West Deane
2014,Male,25 to 34,Criminal Code Traffic,Mount Olive-Silverstone-Jamestown
2014,Male,25 to 34,Crimes Against the Person,Bay-Cloverhill
2022,Male,25 to 34,Crimes Against Property,Lawrence Park South
2020,Female,<18,Crimes Against the Person,Downtown Yonge East
2022,Female,18 to 24,Crimes Against the Person,West Rouge
2015,Male,25 to 34,Other Criminal Code Violations,Palmerston-Little Italy
2017,Male,<18,Criminal Code Traffic,Stonegate-Queensway
2020,Male,45 to 54,Crimes Against Property,Humber Bay Shores
2021,Male,65+,Crimes Against the Person,Agincourt South-Malvern West
2016,Male,<18,Other Criminal Code Violations,Annex
2015,Female,45 to 54,Crimes Against the Person,Maple Leaf
2018,Female,18 to 24,Crimes Against Property,Blake-Jones
2016,Male,45 to 54,Other Criminal Code Violations,Rosedale-Moore Park
2019,Female,35 to 44,Crimes Against Property,Long Branch
2014,Female,25 to 34,Crimes Against Property,Pelmo Park-Humberlea
2019,Male,25 to 34,Other Criminal Code Violations,Runnymede-Bloor West Village
2018,Female,35 to 44,Crimes Against Property,Oakridge
2014,Male,45 to 54,Controlled Drugs and Substances Act,Malvern West
2018,Male,25 to 34,Controlled Drugs and Substances Act,East L'Amoreaux
2019,Male,65+,Other Criminal Code Violations,East Willowdale
2016,Female,35 to 44,Crimes Against Property,Bendale South
2017,Male,<18,Crimes Against the Person,Englemount-Lawrence
2021,Male,55 to 64,Crimes Against the Person,Corso Italia-Davenport
2014,Male,25 to 34,Crimes Against the Person,Agincourt North
2017,Female,55 to 64,Crimes Against the Person,Briar Hill-Belgravia
2017,Male,<18,Crimes Against the Person,High Park-Swansea
2016,Female,45 to 54,Controlled Drugs and Substances Act,Mount Olive-Silverstone-Jamestown
2016,Male,65+,Crimes Against the Person,NSA
2019,Male,65+,Crimes Against the Person,Broadview North
2015,Male,45 to 54,Crimes Against Property,Mount Olive-Silverstone-Jamestown
2014,Male,35 to 44,Criminal Code Traffic,Humber Heights-Westmount
2017,Male,45 to 54,Other Criminal Code Violations,Birchcliffe-Cliffside
2019,Male,35 to 44,Crimes Against Property,Victoria Village
2016,Male,55 to 64,Crimes Against Property,Wellington Place
2022,Female,55 to 64,Crimes Against the Person,Woburn North
2015,Male,35 to 44,Crimes Against the Person,Willowdale West
2014,Female,35 to 44,Crimes Against Property,Wexford/Maryvale
2021,Male,25 to 34,Other Criminal Code Violations,Yonge-Eglinton
2015,Male,25 to 34,Crimes Against Property,East Willowdale
2017,Male,45 to 54,Controlled Drugs and Substances Act,Runnymede-Bloor West Village
2019,Female,25 to 34,Crimes Against Property,Oakridge
2019,Male,18 to 24,Controlled Drugs and Substances Act,Wellington Place
2017,Male,<18,Crimes Against the Person,Oakridge
2021,Male,18 to 24,Crimes Against the Person,Dorset Park
2014,Male,45 to 54,Controlled Drugs and Substances Act,Casa Loma
2014,Female,25 to 34,Crimes Against Property,Birchcliffe-Cliffside
2014,Male,25 to 34,Crimes Against Property,Lansing-Westgate
2016,Male,25 to 34,Crimes Against the Person,Brookhaven-Amesbury
